direction,entry_cutoff,tp_spec,sl_spec,n_trades,total_fact_log_return,avg_fact_log_return,compounded_return_pct,win_rate,avg_hold_minutes
long,0.94,bucket_mean_mfe,1.0x_tp,740,-0.10083603181349637,-0.00013626490785607619,-9.591873870197299,0.4851351351351351,32.44054054054054
long,0.95,bucket_mean_mfe,1.0x_tp,629,-0.32361125826973197,-0.0005144853072650747,-27.646854541359957,0.48012718600953896,31.04133545310016
long,0.96,bucket_mean_mfe,1.0x_tp,533,0.08160657127663709,0.0001531080136522272,8.502884433177371,0.5065666041275797,29.0
long,0.97,bucket_mean_mfe,1.0x_tp,423,0.14264333293722298,0.000337218281175468,15.331837762147615,0.5106382978723404,28.342789598108748
long,0.98,bucket_mean_mfe,1.0x_tp,300,0.12885366020317995,0.00042951220067726653,13.752364700553098,0.5166666666666667,24.176666666666666
long,0.99,bucket_mean_mfe,1.0x_tp,161,0.32021115213716567,0.0019888891437091034,37.741857850848334,0.5652173913043478,18.58385093167702
long,0.9,bucket_mean_mfe,1.5x_tp,1004,-0.16577437702575856,-0.00016511392134039698,-15.276263115854904,0.5328685258964143,43.373505976095615
long,0.92,bucket_mean_mfe,1.5x_tp,841,-0.5942950556572415,-0.0007066528604723442,-44.804847614092424,0.5017835909631391,41.7705112960761
long,0.94,bucket_mean_mfe,1.5x_tp,623,-0.26560709106674046,-0.00042633561968979206,-23.325967255078574,0.5184590690208668,38.70465489566613
long,0.95,bucket_mean_mfe,1.5x_tp,526,-0.24694854440744002,-0.00046948392472897344,-21.8819111377243,0.5304182509505704,38.00760456273764
long,0.96,bucket_mean_mfe,1.5x_tp,454,0.15387344247426915,0.00033892828738825805,16.634326791935706,0.5638766519823789,35.01101321585903
long,0.97,bucket_mean_mfe,1.5x_tp,369,0.049050850996003044,0.00013292913549052315,5.027375684875124,0.5691056910569106,34.18970189701897
long,0.98,bucket_mean_mfe,1.5x_tp,258,0.019630558638742437,7.608743658427301e-05,1.9824505068435583,0.5852713178294574,31.375968992248062
long,0.99,bucket_mean_mfe,1.5x_tp,146,0.12164702351224313,0.0008331987911797474,12.93553955165514,0.6027397260273972,22.184931506849313
long,0.9,bucket_mean_mfe,2.0x_tp,950,-0.23433619717607623,-0.00024666968123797497,-20.890419299395045,0.5421052631578948,45.8378947368421
long,0.92,bucket_mean_mfe,2.0x_tp,787,-0.5597105780294355,-0.0007111951436206296,-42.86255917723278,0.5044472681067345,44.81956797966963
long,0.94,bucket_mean_mfe,2.0x_tp,580,-0.40888026216148754,-0.000704965969243944,-33.56062193651355,0.5206896551724138,41.68793103448276
long,0.95,bucket_mean_mfe,2.0x_tp,498,-0.5215909332122862,-0.0010473713518319,-40.642454252768644,0.5261044176706827,40.65261044176707
long,0.96,bucket_mean_mfe,2.0x_tp,417,-0.016271088163042603,-3.9019396074442694e-05,-1.6139429054212062,0.565947242206235,38.539568345323744
long,0.97,bucket_mean_mfe,2.0x_tp,340,0.05913405756454396,0.00017392369871924694,6.091745521771141,0.5882352941176471,36.976470588235294
long,0.98,bucket_mean_mfe,2.0x_tp,233,-0.056878302335582435,-0.00024411288556043965,-5.529096874625738,0.6051502145922747,34.51931330472103
